run_id,dataset_a,dataset_b,n_a,n_b,dim,model,accuracy,roc_auc,error_eps,pad
20260128_123716,COCO,DIOR,8973,8973,2048,MLP,0.971238813530703,0.9975969749420946,0.02876118646929704,1.8849552541228118
20260128_123716,COCO,DIOR,8973,8973,2048,DomainDiscriminator,0.9842404457702482,0.9989062626795294,0.015759554229751838,1.9369617830809926
20260128_123716,COCO,DOTA,54087,54087,2048,LogReg,0.9978243209173335,0.9999402551801971,0.0021756790826664707,1.9912972836693341
20260128_123716,COCO,DOTA,54087,54087,2048,MLP,0.9896258392238522,0.9990935186157534,0.010374160776147834,1.9585033568954087
20260128_123716,COCO,DOTA,54087,54087,2048,DomainDiscriminator,0.9917454922357204,0.9995531769182547,0.008254507764279606,1.9669819689428816
20260128_123716,COCO,FASHIONPEDIA,36498,36498,2048,LogReg,0.981014847717492,0.9976625281158753,0.018985152282507967,1.9240593908699681
20260128_123716,COCO,FASHIONPEDIA,36498,36498,2048,MLP,0.9760886711777159,0.9968315337699142,0.023911328822284084,1.9043546847108637
20260128_123716,COCO,FASHIONPEDIA,36498,36498,2048,DomainDiscriminator,0.978953049109552,0.9974156074385377,0.021046950890447946,1.9158121964382082
20260128_123716,COCO,OKTOBERFEST,835,835,2048,LogReg,0.786577992744861,0.8769389805082106,0.21342200725513905,1.1463119709794438
20260128_123716,COCO,OKTOBERFEST,835,835,2048,MLP,0.7950423216444982,0.823749248825536,0.20495767835550183,1.1801692865779927
20260128_123716,COCO,OKTOBERFEST,835,835,2048,DomainDiscriminator,0.7629987908101572,0.8027938572571129,0.2370012091898428,1.0519951632406288
20260128_123716,COCO,UODD,2560,2560,2048,LogReg,0.981061353324127,0.9985182971158322,0.018938646675872972,1.9242454132965081
20260128_123716,COCO,UODD,2560,2560,2048,MLP,0.9656737028999802,0.9948436179205411,0.034326297100019776,1.862694811599921
20260128_123716,COCO,UODD,2560,2560,2048,DomainDiscriminator,0.960939041231012,0.9940384732139939,0.03906095876898796,1.8437561649240481
20260128_123716,COCO,XVIEW,20881,20881,2048,LogReg,0.9977990083444189,0.9999510591094201,0.002200991655581075,1.9911960333776757
20260128_123716,COCO,XVIEW,20881,20881,2048,MLP,0.9900834441891402,0.9993994907096032,0.009916555810859817,1.9603337767565607
20260128_123716,COCO,XVIEW,20881,20881,2048,DomainDiscriminator,0.988656427621236,0.999450116392974,0.011343572378764044,1.9546257104849438
20260128_123716,DEEPFRUITS,DIOR,365,365,2048,LogReg,0.8243430152143845,0.9546303239925928,0.17565698478561553,1.2973720608575379
20260128_123716,DEEPFRUITS,DIOR,365,365,2048,MLP,0.7247579529737206,0.776947092943175,0.2752420470262794,0.8990318118948823
20260128_123716,DEEPFRUITS,DIOR,365,365,2048,DomainDiscriminator,0.7178423236514523,0.9096509083117799,0.2821576763485477,0.8713692946058091
20260128_123716,DEEPFRUITS,DOTA,365,365,2048,LogReg,0.8782849239280774,0.9159180300270887,0.12171507607192256,1.5131396957123098
20260128_123716,DEEPFRUITS,DOTA,365,365,2048,MLP,0.5698478561549101,0.5868405748305046,0.43015214384508993,0.2793914246196403
20260128_123716,DEEPFRUITS,DOTA,365,365,2048,DomainDiscriminator,0.5491009681881052,0.6600296903934741,0.45089903181189483,0.19640387275242066
20260128_123716,DEEPFRUITS,FASHIONPEDIA,365,365,2048,LogReg,0.9142461964038727,0.9718476913423425,0.08575380359612728,1.656984785615491
20260128_123716,DEEPFRUITS,FASHIONPEDIA,365,365,2048,MLP,0.5089903181189488,0.3813914693683904,0.4910096818810512,0.03596127247579517
20260128_123716,DEEPFRUITS,FASHIONPEDIA,365,365,2048,DomainDiscriminator,0.6984785615491009,0.6709340230483157,0.30152143845089907,0.7939142461964037
20260128_123716,DEEPFRUITS,OKTOBERFEST,365,365,2048,LogReg,0.9377593360995851,0.992906444651903,0.06224066390041494,1.7510373443983402
20260128_123716,DEEPFRUITS,OKTOBERFEST,365,365,2048,MLP,0.7551867219917012,0.9507736337062487,0.24481327800829877,1.020746887966805
20260128_123716,DEEPFRUITS,OKTOBERFEST,365,365,2048,DomainDiscriminator,0.6957123098201936,0.7878667299245496,0.3042876901798064,0.7828492392807744
20260128_123716,DEEPFRUITS,UODD,365,365,2048,LogReg,0.8022130013831259,0.7733467501262606,0.1977869986168741,1.2088520055325036
20260128_123716,DEEPFRUITS,UODD,365,365,2048,MLP,0.5214384508990318,0.380572687898869,0.47856154910096815,0.08575380359612739
20260128_123716,DEEPFRUITS,UODD,365,365,2048,DomainDiscriminator,0.5076071922544951,0.5824597113604015,0.49239280774550487,0.030428769017980528
20260128_123716,DEEPFRUITS,XVIEW,365,365,2048,LogReg,0.8727524204702628,0.963216051177668,0.1272475795297372,1.4910096818810512
20260128_123716,DEEPFRUITS,XVIEW,365,365,2048,MLP,0.5878284923928078,0.6903705177453665,0.41217150760719223,0.35131396957123107
20260128_123716,DEEPFRUITS,XVIEW,365,365,2048,DomainDiscriminator,0.5781466113416321,0.5536799253148865,0.42185338865836786,0.3125864453665286
20260128_123716,DIOR,DOTA,8973,8973,2048,LogReg,0.8045815275510778,0.891023358186415,0.1954184724489222,1.2183261102043113
20260128_123716,DIOR,DOTA,8973,8973,2048,MLP,0.7762143299375246,0.8635893104936184,0.2237856700624754,1.1048573197500984
20260128_123716,DIOR,DOTA,8973,8973,2048,DomainDiscriminator,0.785838914842123,0.8724394288185757,0.21416108515787702,1.143355659368492
20260128_123716,DIOR,FASHIONPEDIA,8973,8973,2048,LogReg,0.9994371587775088,0.9999955142501628,0.0005628412224911727,1.9977486351100353
20260128_123716,DIOR,FASHIONPEDIA,8973,8973,2048,MLP,0.9971857938875444,0.9999082575457028,0.0028142061124556417,1.9887431755501774
20260128_123716,DIOR,FASHIONPEDIA,8973,8973,2048,DomainDiscriminator,0.9842967298924973,0.9993604385147393,0.01570327010750272,1.9371869195699891
20260128_123716,DIOR,OKTOBERFEST,835,835,2048,LogReg,0.9921402660217654,0.9992104443589904,0.007859733978234584,1.9685610640870617
20260128_123716,DIOR,OKTOBERFEST,835,835,2048,MLP,0.9709794437726723,0.99808605864059,0.029020556227327687,1.8839177750906893
20260128_123716,DIOR,OKTOBERFEST,835,835,2048,DomainDiscriminator,0.9558645707376058,0.9938517009806573,0.04413542926239422,1.8234582829504231
20260128_123716,DIOR,UODD,2560,2560,2048,LogReg,0.9919116196488459,0.999066580112054,0.008088380351154112,1.9676464785953836
20260128_123716,DIOR,UODD,2560,2560,2048,MLP,0.9755375813769974,0.9962280247023129,0.02446241862300258,1.9021503255079897
20260128_123716,DIOR,UODD,2560,2560,2048,DomainDiscriminator,0.9118169264154665,0.9878562010308718,0.08818307358453348,1.647267705661866
20260128_123716,DIOR,XVIEW,8973,8973,2048,LogReg,0.9512016660100185,0.9905351565448128,0.04879833398998146,1.8048066640400742
20260128_123716,DIOR,XVIEW,8973,8973,2048,MLP,0.9190071480835257,0.9758212951773931,0.08099285191647432,1.6760285923341027
20260128_123716,DIOR,XVIEW,8973,8973,2048,DomainDiscriminator,0.9107896662351551,0.9696308400217891,0.08921033376484488,1.6431586649406205
20260128_123716,DOTA,FASHIONPEDIA,36498,36498,2048,LogReg,0.9993357964216032,0.9999732550532995,0.0006642035783968048,1.9973431856864128
20260128_123716,DOTA,FASHIONPEDIA,36498,36498,2048,MLP,0.9965959566607165,0.9997718832742777,0.003404043339283458,1.9863838266428662
20260128_123716,DOTA,FASHIONPEDIA,36498,36498,2048,DomainDiscriminator,0.99793820139206,0.9999085062258941,0.0020617986079399797,1.99175280556824
20260128_123716,DOTA,OKTOBERFEST,835,835,2048,LogReg,0.9824667472793228,0.9942596380618456,0.017533252720677184,1.9298669891172913
20260128_123716,DOTA,OKTOBERFEST,835,835,2048,MLP,0.9274486094316807,0.986062880796106,0.07255139056831927,1.709794437726723
20260128_123716,DOTA,OKTOBERFEST,835,835,2048,DomainDiscriminator,0.8911729141475212,0.9610602854974712,0.1088270858524788,1.5646916565900848
20260128_123716,DOTA,UODD,2560,2560,2048,LogReg,0.9934898402051686,0.9990496116717961,0.006510159794831383,1.9739593608206745
20260128_123716,DOTA,UODD,2560,2560,2048,MLP,0.9782994673505623,0.9953894101365416,0.02170053264943772,1.9131978694022491
20260128_123716,DOTA,UODD,2560,2560,2048,DomainDiscriminator,0.9552179917143421,0.9924010965659925,0.044782008285657926,1.8208719668573683
20260128_123716,DOTA,XVIEW,20881,20881,2048,LogReg,0.955786673116459,0.9906483259561873,0.04421332688354096,1.8231466924658362
20260128_123716,DOTA,XVIEW,20881,20881,2048,MLP,0.9473696940379731,0.9878090031657633,0.05263030596202689,1.7894787761518924
20260128_123716,DOTA,XVIEW,20881,20881,2048,DomainDiscriminator,0.9514572499697665,0.9897377574625464,0.04854275003023345,1.8058289998790662
20260128_123716,FASHIONPEDIA,OKTOBERFEST,835,835,2048,LogReg,0.9891172914147521,0.9988712278613716,0.010882708585247869,1.9564691656590085
20260128_123716,FASHIONPEDIA,OKTOBERFEST,835,835,2048,MLP,0.9431680773881499,0.9862164055040802,0.056831922611850105,1.7726723095525996
20260128_123716,FASHIONPEDIA,OKTOBERFEST,835,835,2048,DomainDiscriminator,0.9746070133010882,0.9917272114503114,0.025392986698911768,1.898428053204353
20260128_123716,FASHIONPEDIA,UODD,2560,2560,2048,LogReg,0.993687117774709,0.9996956577917053,0.006312882225291028,1.974748471098836
20260128_123716,FASHIONPEDIA,UODD,2560,2560,2048,MLP,0.9747484710988361,0.9872621499480827,0.02525152890116389,1.8989938843953444
20260128_123716,FASHIONPEDIA,UODD,2560,2560,2048,DomainDiscriminator,0.954626159005721,0.9809069242133416,0.04537384099427899,1.818504636022884
20260128_123716,FASHIONPEDIA,XVIEW,20881,20881,2048,LogReg,0.9994678921272222,0.9999950228412975,0.0005321078727777984,1.9978715685088888
20260128_123716,FASHIONPEDIA,XVIEW,20881,20881,2048,MLP,0.9965654855484339,0.9999544216750315,0.003434514451566062,1.9862619421937358
