pair,dsi_10_mean,dsi_10_std,auc_learning_mean,auc_learning_std,slope_10_mean,slope_10_std,convergence_rate_mean,convergence_rate_std,stability_mean,stability_std,acc_10_mean,acc_10_std,acc_500_mean,acc_500_std,roc_auc_10_mean,roc_auc_10_std,interpretation
DIOR_blurry vs DOTA_blurry,3.495158286778407,1.2605726941197437,4.4272302260971665,0.6632279260041987,1.4624974891088172,1.4085342664320863,37.27463241962115,17.662498988866226,97.56635834512169,0.30113492447282486,51.7475791433892,0.6302863470598736,54.839972419227735,0.5397428376842146,0.5248448441892158,0.011383401075303229,Négligeable
