run_id,dataset_a,dataset_b,n_a,n_b,dim,model,accuracy,roc_auc,error_eps,pad
20260128_122326,ARTAXOR,UODD,2560,2560,2048,MLP,0.9685444078947368,0.9965649549320464,0.031455592105263164,1.8741776315789473
20260128_122326,ARTAXOR,UODD,2560,2560,2048,DomainDiscriminator,0.9784128289473685,0.993970199965374,0.021587171052631526,1.913651315789474
20260128_122326,ARTAXOR,XVIEW,12300,12300,2048,LogReg,0.9989730423620026,0.9999873662678253,0.0010269576379974277,1.9958921694480103
20260128_122326,ARTAXOR,XVIEW,12300,12300,2048,MLP,0.989430894308943,0.9988144652205255,0.010569105691056957,1.9577235772357722
20260128_122326,ARTAXOR,XVIEW,12300,12300,2048,DomainDiscriminator,0.9946512623020967,0.9998873803480282,0.0053487376979033385,1.9786050492083866
20260128_122326,CADOT,COCO,3234,3234,2048,LogReg,0.9993490642799023,0.9999958687561016,0.0006509357200976673,1.9973962571196093
20260128_122326,CADOT,COCO,3234,3234,2048,MLP,0.9742880390561433,0.9975555747640743,0.02571196094385675,1.897152156224573
20260128_122326,CADOT,COCO,3234,3234,2048,DomainDiscriminator,0.9803091944670463,0.9974212563727086,0.01969080553295366,1.9212367778681854
20260128_122326,CADOT,DEEPFRUITS,365,365,2048,LogReg,0.9913544668587896,0.9983389945934273,0.008645533141210415,1.9654178674351583
20260128_122326,CADOT,DEEPFRUITS,365,365,2048,MLP,0.9726224783861671,0.9923842902108647,0.02737752161383289,1.8904899135446684
20260128_122326,CADOT,DEEPFRUITS,365,365,2048,DomainDiscriminator,0.9582132564841499,0.9922015796161416,0.0417867435158501,1.8328530259365996
20260128_122326,CADOT,DIOR,3234,3234,2048,LogReg,0.97379983726607,0.996879639704686,0.02620016273393,1.89519934906428
20260128_122326,CADOT,DIOR,3234,3234,2048,MLP,0.9573637103336046,0.9916398453601257,0.04263628966639543,1.8294548413344183
20260128_122326,CADOT,DIOR,3234,3234,2048,DomainDiscriminator,0.950366151342555,0.989585451919948,0.04963384865744502,1.80146460537022
20260128_122326,CADOT,DOTA,3234,3234,2048,LogReg,0.9558991049633848,0.9917227880260875,0.044100895036615184,1.8235964198535393
20260128_122326,CADOT,DOTA,3234,3234,2048,MLP,0.9366965012205045,0.983269733363163,0.06330349877949548,1.746786004882018
20260128_122326,CADOT,DOTA,3234,3234,2048,DomainDiscriminator,0.9461350691619203,0.9867545964855189,0.05386493083807975,1.784540276647681
20260128_122326,CADOT,FASHIONPEDIA,3234,3234,2048,LogReg,0.9998372660699756,1.0,0.00016273393002441683,1.9993490642799023
20260128_122326,CADOT,FASHIONPEDIA,3234,3234,2048,MLP,0.9962571196094385,0.9988534209241784,0.003742880390561476,1.985028478437754
20260128_122326,CADOT,FASHIONPEDIA,3234,3234,2048,DomainDiscriminator,0.9959316517493898,0.9987674063076255,0.004068348250610199,1.9837266069975592
20260128_122326,CADOT,OKTOBERFEST,835,835,2048,LogReg,0.996219281663516,0.9999825297550036,0.003780718336483968,1.9848771266540641
20260128_122326,CADOT,OKTOBERFEST,835,835,2048,MLP,0.996219281663516,0.9995680084873627,0.003780718336483968,1.9848771266540641
20260128_122326,CADOT,OKTOBERFEST,835,835,2048,DomainDiscriminator,0.994328922495274,0.9997315935086923,0.005671077504725952,1.9773156899810962
20260128_122326,CADOT,UODD,2560,2560,2048,LogReg,0.9991776315789473,0.9999971257682653,0.000822368421052655,1.9967105263157894
20260128_122326,CADOT,UODD,2560,2560,2048,MLP,0.9907483552631579,0.996741128430142,0.009251644736842146,1.9629934210526314
20260128_122326,CADOT,UODD,2560,2560,2048,DomainDiscriminator,0.9946546052631579,0.9989417755042417,0.005345394736842146,1.9786184210526314
20260128_122326,CADOT,XVIEW,3234,3234,2048,LogReg,0.9925142392188772,0.9996924871528907,0.007485760781122841,1.9700569568755086
20260128_122326,CADOT,XVIEW,3234,3234,2048,MLP,0.9635475996745322,0.9948558068764237,0.036452400325467815,1.8541903986981287
20260128_122326,CADOT,XVIEW,3234,3234,2048,DomainDiscriminator,0.9671277461350691,0.993989146057056,0.03287225386493087,1.8685109845402765
20260128_122326,COCO,DEEPFRUITS,365,365,2048,LogReg,0.9567723342939481,0.9896104111818883,0.043227665706051854,1.8270893371757926
20260128_122326,COCO,DEEPFRUITS,365,365,2048,MLP,0.8602305475504323,0.9270237274622329,0.13976945244956773,1.440922190201729
20260128_122326,COCO,DEEPFRUITS,365,365,2048,DomainDiscriminator,0.9063400576368876,0.9758572864154673,0.09365994236311237,1.6253602305475505
20260128_122326,COCO,DIOR,8973,8973,2048,LogReg,0.9974192034723445,0.9999610552781107,0.0025807965276555267,1.989676813889378
20260128_122326,COCO,DIOR,8973,8973,2048,MLP,0.9900873951551411,0.9993220040430951,0.009912604844858897,1.9603495806205644
20260128_122326,COCO,DIOR,8973,8973,2048,DomainDiscriminator,0.9898527772889906,0.9994659619002271,0.01014722271100943,1.9594111091559623
20260128_122326,COCO,DOTA,54087,54087,2048,LogReg,0.9989977229823094,0.9999788142068124,0.0010022770176906226,1.9959908919292375
20260128_122326,COCO,DOTA,54087,54087,2048,MLP,0.9977813673783158,0.9999312587577676,0.0022186326216842023,1.9911254695132632
20260128_122326,COCO,DOTA,54087,54087,2048,DomainDiscriminator,0.9982289862405854,0.9999524169016673,0.0017710137594145747,1.9929159449623417
20260128_122326,COCO,FASHIONPEDIA,36498,36498,2048,LogReg,0.9859691118577588,0.9984629165834125,0.014030888142241182,1.9438764474310353
20260128_122326,COCO,FASHIONPEDIA,36498,36498,2048,MLP,0.9835465124662927,0.9982047992313675,0.016453487533707345,1.9341860498651706
20260128_122326,COCO,FASHIONPEDIA,36498,36498,2048,DomainDiscriminator,0.9856518666993526,0.9984862602828122,0.014348133300647437,1.9426074667974103
20260128_122326,COCO,OKTOBERFEST,835,835,2048,LogReg,0.9905482041587902,0.9991376051788159,0.009451795841209809,1.9621928166351608
20260128_122326,COCO,OKTOBERFEST,835,835,2048,MLP,0.9577819785759294,0.9897004964725987,0.042218021424070606,1.8311279143037176
20260128_122326,COCO,OKTOBERFEST,835,835,2048,DomainDiscriminator,0.9716446124763705,0.9957785535272424,0.02835538752362954,1.8865784499054818
20260128_122326,COCO,UODD,2560,2560,2048,LogReg,0.9977384868421053,0.9999952659712603,0.00226151315789469,1.9909539473684212
20260128_122326,COCO,UODD,2560,2560,2048,MLP,0.9607319078947368,0.9946378670901143,0.039268092105263164,1.8429276315789473
20260128_122326,COCO,UODD,2560,2560,2048,DomainDiscriminator,0.9730674342105263,0.9943200108747402,0.026932565789473673,1.8922697368421053
20260128_122326,COCO,XVIEW,20881,20881,2048,LogReg,0.9991934264253668,0.9999953571296035,0.000806573574633207,1.9967737057014672
20260128_122326,COCO,XVIEW,20881,20881,2048,MLP,0.9943791904017745,0.9998353318467729,0.005620809598225529,1.9775167616070979
20260128_122326,COCO,XVIEW,20881,20881,2048,DomainDiscriminator,0.9984624691233553,0.9999873420156298,0.001537530876644655,1.9938498764934214
20260128_122326,DEEPFRUITS,DIOR,365,365,2048,LogReg,0.9942363112391931,0.9984303498907889,0.0057636887608069065,1.9769452449567724
20260128_122326,DEEPFRUITS,DIOR,365,365,2048,MLP,0.946685878962536,0.9726183258726507,0.053314121037464024,1.786743515850144
20260128_122326,DEEPFRUITS,DIOR,365,365,2048,DomainDiscriminator,0.9740634005763689,0.9892449899924424,0.025936599423631135,1.8962536023054755
20260128_122326,DEEPFRUITS,DOTA,365,365,2048,LogReg,0.9884726224783862,0.9983389945934275,0.011527377521613813,1.9538904899135447
20260128_122326,DEEPFRUITS,DOTA,365,365,2048,MLP,0.9293948126801153,0.9573121610510843,0.07060518731988474,1.717579250720461
20260128_122326,DEEPFRUITS,DOTA,365,365,2048,DomainDiscriminator,0.9582132564841499,0.9879992359375129,0.0417867435158501,1.8328530259365996
20260128_122326,DEEPFRUITS,FASHIONPEDIA,365,365,2048,LogReg,0.9870317002881844,0.9976081522145355,0.012968299711815567,1.9481268011527377
20260128_122326,DEEPFRUITS,FASHIONPEDIA,365,365,2048,MLP,0.9250720461095101,0.9783155744171947,0.0749279538904899,1.7002881844380404
20260128_122326,DEEPFRUITS,FASHIONPEDIA,365,365,2048,DomainDiscriminator,0.9365994236311239,0.9817704656628656,0.06340057636887608,1.7463976945244957
20260128_122326,DEEPFRUITS,OKTOBERFEST,365,365,2048,LogReg,0.9913544668587896,0.999701019026817,0.008645533141210415,1.9654178674351583
20260128_122326,DEEPFRUITS,OKTOBERFEST,365,365,2048,MLP,0.9711815561959655,0.9918278533996628,0.028818443804034533,1.8847262247838619
20260128_122326,DEEPFRUITS,OKTOBERFEST,365,365,2048,DomainDiscriminator,0.9538904899135446,0.9935469939954654,0.04610951008645536,1.8155619596541785
20260128_122326,DEEPFRUITS,UODD,365,365,2048,LogReg,0.9798270893371758,0.9781411688495047,0.02017291066282423,1.919308357348703
20260128_122326,DEEPFRUITS,UODD,365,365,2048,MLP,0.877521613832853,0.861056897740202,0.12247838616714701,1.510086455331412
20260128_122326,DEEPFRUITS,UODD,365,365,2048,DomainDiscriminator,0.9351585014409222,0.9438331021767475,0.06484149855907784,1.7406340057636887
20260128_122326,DEEPFRUITS,XVIEW,365,365,2048,LogReg,0.9870317002881844,0.9968856148626764,0.012968299711815567,1.9481268011527377
20260128_122326,DEEPFRUITS,XVIEW,365,365,2048,MLP,0.9005763688760807,0.966422775706135,0.09942363112391928,1.602305475504323
20260128_122326,DEEPFRUITS,XVIEW,365,365,2048,DomainDiscriminator,0.9178674351585014,0.9643216038668206,0.08213256484149856,1.6714697406340058
20260128_122326,DIOR,DOTA,8973,8973,2048,LogReg,0.8805208516628541,0.9509185312197679,0.1194791483371459,1.5220834066514164
20260128_122326,DIOR,DOTA,8973,8973,2048,MLP,0.8864449527831544,0.9552363518015718,0.11355504721684562,1.5457798111326175
20260128_122326,DIOR,DOTA,8973,8973,2048,DomainDiscriminator,0.8887324769781219,0.9562246326054019,0.11126752302187815,1.5549299079124874
20260128_122326,DIOR,FASHIONPEDIA,8973,8973,2048,LogReg,0.9994721098011614,0.9999971101089765,0.0005278901988385876,1.9978884392046456
20260128_122326,DIOR,FASHIONPEDIA,8973,8973,2048,MLP,0.9986509472696345,0.9999822615736695,0.001349052730365452,1.9946037890785382
20260128_122326,DIOR,FASHIONPEDIA,8973,8973,2048,DomainDiscriminator,0.9991201830019356,0.9999936009555906,0.0008798169980643866,1.9964807320077425
20260128_122326,DIOR,OKTOBERFEST,835,835,2048,LogReg,0.9987397605545053,1.0,0.001260239445494693,1.9949590422180212
20260128_122326,DIOR,OKTOBERFEST,835,835,2048,MLP,0.9880277252678009,0.9999952353877283,0.011972274732199084,1.9521109010712037
20260128_122326,DIOR,OKTOBERFEST,835,835,2048,DomainDiscriminator,0.9905482041587902,0.999980941550913,0.009451795841209809,1.9621928166351608
20260128_122326,DIOR,UODD,2560,2560,2048,LogReg,0.9954769736842105,0.9999330473078254,0.004523026315789491,1.981907894736842
20260128_122326,DIOR,UODD,2560,2560,2048,MLP,0.9806743421052632,0.996960077259349,0.019325657894736836,1.9226973684210527
20260128_122326,DIOR,UODD,2560,2560,2048,DomainDiscriminator,0.9829358552631579,0.9971291497143353,0.017064144736842146,1.9317434210526314
20260128_122326,DIOR,XVIEW,8973,8973,2048,LogReg,0.9835767493694645,0.9983741610715166,0.016423250630535513,1.934306997477858
20260128_122326,DIOR,XVIEW,8973,8973,2048,MLP,0.9722564373277025,0.9965773506855236,0.027743562672297495,1.88902574931081
20260128_122326,DIOR,XVIEW,8973,8973,2048,DomainDiscriminator,0.9733122177253798,0.9970940632005405,0.02668778227462021,1.8932488709015192
20260128_122326,DOTA,FASHIONPEDIA,36498,36498,2048,LogReg,0.9996250739037017,0.9999983372864742,0.0003749260962983003,1.9985002956148068
20260128_122326,DOTA,FASHIONPEDIA,36498,36498,2048,MLP,0.9987310193663749,0.9999811046207282,0.0012689806336251275,1.9949240774654995
20260128_122326,DOTA,FASHIONPEDIA,36498,36498,2048,DomainDiscriminator,0.9994664513244985,0.9999940129004711,0.0005335486755014829,1.997865805297994
20260128_122326,DOTA,OKTOBERFEST,835,835,2048,LogReg,0.998109640831758,0.999909472366837,0.001890359168241984,1.992438563327032
20260128_122326,DOTA,OKTOBERFEST,835,835,2048,MLP,0.9754253308128544,0.997792396314096,0.02457466918714557,1.9017013232514177
20260128_122326,DOTA,OKTOBERFEST,835,835,2048,DomainDiscriminator,0.9836168872085697,0.9980099802745052,0.016383112791430343,1.9344675488342786
20260128_122326,DOTA,UODD,2560,2560,2048,LogReg,0.9956825657894737,0.9999000781791032,0.0043174342105263275,1.9827302631578947
20260128_122326,DOTA,UODD,2560,2560,2048,MLP,0.9903371710526315,0.9977376414798302,0.009662828947368474,1.961348684210526
20260128_122326,DOTA,UODD,2560,2560,2048,DomainDiscriminator,0.9925986842105263,0.9976999383223684,0.0074013157894736725,1.9703947368421053
20260128_122326,DOTA,XVIEW,20881,20881,2048,LogReg,0.9772395019408177,0.9973889203359145,0.022760498059182344,1.9089580077632706
20260128_122326,DOTA,XVIEW,20881,20881,2048,MLP,0.9698291072238746,0.9956838547719391,0.03017089277612539,1.8793164288954984
20260128_122326,DOTA,XVIEW,20881,20881,2048,DomainDiscriminator,0.9691233553460705,0.9962461770237946,0.030876644653929475,1.876493421384282
20260128_122326,FASHIONPEDIA,OKTOBERFEST,835,835,2048,LogReg,0.9968494013862634,0.9999602948977355,0.003150598613736566,1.9873976055450537
20260128_122326,FASHIONPEDIA,OKTOBERFEST,835,835,2048,MLP,0.9848771266540642,0.9988739632997798,0.015122873345935761,1.939508506616257
20260128_122326,FASHIONPEDIA,OKTOBERFEST,835,835,2048,DomainDiscriminator,0.9918084436042848,0.999099488280642,0.008191556395715227,1.967233774417139
20260128_122326,FASHIONPEDIA,UODD,2560,2560,2048,LogReg,0.9995888157894737,1.0,0.0004111842105263275,1.9983552631578947
20260128_122326,FASHIONPEDIA,UODD,2560,2560,2048,MLP,0.9761513157894737,0.9959197744438193,0.023848684210526327,1.9046052631578947
20260128_122326,FASHIONPEDIA,UODD,2560,2560,2048,DomainDiscriminator,0.98828125,0.9979937862491343,0.01171875,1.953125
20260128_122326,FASHIONPEDIA,XVIEW,20881,20881,2048,LogReg,0.9997479457579271,0.9999991613862995,0.0002520542420728633,1.9989917830317085
20260128_122326,FASHIONPEDIA,XVIEW,20881,20881,2048,MLP,0.9989161667590866,0.9999895071637291,0.0010838332409134344,1.9956646670363463
20260128_122326,FASHIONPEDIA,XVIEW,20881,20881,2048,DomainDiscriminator,0.9993698643948178,0.9999951233342689,0.0006301356051822138,1.9974794575792711
20260128_122326,OKTOBERFEST,UODD,835,835,2048,LogReg,0.9974795211090107,0.9999904707754566,0.002520478890989275,1.989918084436043
20260128_122326,OKTOBERFEST,UODD,835,835,2048,MLP,0.9949590422180214,0.9998094155091305,0.00504095778197855,1.9798361688720858
20260128_122326,OKTOBERFEST,UODD,835,835,2048,DomainDiscriminator,0.9974795211090107,0.9999047077545653,0.002520478890989275,1.989918084436043
20260128_122326,OKTOBERFEST,XVIEW,835,835,2048,LogReg,0.9993698802772527,0.9999984117959094,0.000630119722747291,1.9974795211090108
20260128_122326,OKTOBERFEST,XVIEW,835,835,2048,MLP,0.9930686830497795,0.9998411795909422,0.006931316950220534,1.9722747321991179
20260128_122326,OKTOBERFEST,XVIEW,835,835,2048,DomainDiscriminator,0.9905482041587902,0.9992630733019716,0.009451795841209809,1.9621928166351608
20260128_122326,UODD,XVIEW,2560,2560,2048,LogReg,0.9983552631578947,0.9999939133916206,0.00164473684210531,1.9934210526315788
20260128_122326,UODD,XVIEW,2560,2560,2048,MLP,0.9858141447368421,0.9961679728077389,0.014185855263157854,1.9432565789473686
20260128_122326,UODD,XVIEW,2560,2560,2048,DomainDiscriminator,0.9835526315789473,0.9978404375324619,0.016447368421052655,1.9342105263157894
