run_id,dataset_a,dataset_b,n_a,n_b,dim,model,accuracy,roc_auc,error_eps,pad
20260127_120130,DEEPFRUITS,DIOR,365,365,2048,MLP,0.9726027397260274,0.9913679864890224,0.0273972602739726,1.8904109589041096
20260127_120130,DEEPFRUITS,DIOR,365,365,2048,DomainDiscriminator,0.9863013698630136,0.9986864327265903,0.013698630136986356,1.9452054794520546
20260127_120130,DEEPFRUITS,DOTA,365,365,2048,LogReg,0.9931506849315068,1.0,0.006849315068493178,1.9726027397260273
20260127_120130,DEEPFRUITS,DOTA,365,365,2048,MLP,0.9863013698630136,0.9921185963595421,0.013698630136986356,1.9452054794520546
20260127_120130,DEEPFRUITS,DOTA,365,365,2048,DomainDiscriminator,0.9863013698630136,0.9956839932445112,0.013698630136986356,1.9452054794520546
20260127_120130,DEEPFRUITS,FASHIONPEDIA,365,365,2048,LogReg,1.0,1.0,0.0,2.0
20260127_120130,DEEPFRUITS,FASHIONPEDIA,365,365,2048,MLP,0.9794520547945206,0.9951210358416214,0.020547945205479423,1.9178082191780823
20260127_120130,DEEPFRUITS,FASHIONPEDIA,365,365,2048,DomainDiscriminator,0.9863013698630136,0.9969975605179208,0.013698630136986356,1.9452054794520546
20260127_120130,DEEPFRUITS,OKTOBERFEST,365,365,2048,LogReg,0.9931506849315068,0.99981234753237,0.006849315068493178,1.9726027397260273
20260127_120130,DEEPFRUITS,OKTOBERFEST,365,365,2048,MLP,0.9794520547945206,0.9973728654531807,0.020547945205479423,1.9178082191780823
20260127_120130,DEEPFRUITS,OKTOBERFEST,365,365,2048,DomainDiscriminator,0.9794520547945206,0.9979358228560705,0.020547945205479423,1.9178082191780823
20260127_120130,DEEPFRUITS,UODD,365,365,2048,LogReg,1.0,1.0,0.0,2.0
20260127_120130,DEEPFRUITS,UODD,365,365,2048,MLP,1.0,1.0,0.0,2.0
20260127_120130,DEEPFRUITS,UODD,365,365,2048,DomainDiscriminator,1.0,1.0,0.0,2.0
20260127_120130,DEEPFRUITS,XVIEW,365,365,2048,LogReg,1.0,1.0,0.0,2.0
20260127_120130,DEEPFRUITS,XVIEW,365,365,2048,MLP,0.9863013698630136,0.9986864327265903,0.013698630136986356,1.9452054794520546
20260127_120130,DEEPFRUITS,XVIEW,365,365,2048,DomainDiscriminator,0.9863013698630136,0.9953086883092512,0.013698630136986356,1.9452054794520546
20260127_120130,DIOR,DOTA,8973,8973,2048,LogReg,0.913091922005571,0.9707815736997696,0.08690807799442901,1.652367688022284
20260127_120130,DIOR,DOTA,8973,8973,2048,MLP,0.9462395543175487,0.9884920197701755,0.05376044568245131,1.7849582172701948
20260127_120130,DIOR,DOTA,8973,8973,2048,DomainDiscriminator,0.950974930362117,0.9902461961033822,0.049025069637883,1.803899721448468
20260127_120130,DIOR,FASHIONPEDIA,8973,8973,2048,LogReg,0.9997214484679666,1.0,0.00027855153203337757,1.9988857938718665
20260127_120130,DIOR,FASHIONPEDIA,8973,8973,2048,MLP,0.9994428969359331,0.999999068908528,0.0005571030640668662,1.9977715877437325
20260127_120130,DIOR,FASHIONPEDIA,8973,8973,2048,DomainDiscriminator,0.9994428969359331,1.0,0.0005571030640668662,1.9977715877437325
20260127_120130,DIOR,OKTOBERFEST,835,835,2048,LogReg,1.0,1.0,0.0,2.0
20260127_120130,DIOR,OKTOBERFEST,835,835,2048,MLP,1.0,1.0,0.0,2.0
20260127_120130,DIOR,OKTOBERFEST,835,835,2048,DomainDiscriminator,1.0,1.0,0.0,2.0
20260127_120130,DIOR,UODD,2560,2560,2048,LogReg,1.0,1.0,0.0,2.0
20260127_120130,DIOR,UODD,2560,2560,2048,MLP,0.99609375,0.9998664855957031,0.00390625,1.984375
20260127_120130,DIOR,UODD,2560,2560,2048,DomainDiscriminator,0.998046875,0.9999961853027344,0.001953125,1.9921875
20260127_120130,DIOR,XVIEW,8973,8973,2048,LogReg,0.9944289693593314,0.999870888649219,0.005571030640668551,1.9777158774373258
20260127_120130,DIOR,XVIEW,8973,8973,2048,MLP,0.9938718662952646,0.9998913726616026,0.006128133704735417,1.9754874651810583
20260127_120130,DIOR,XVIEW,8973,8973,2048,DomainDiscriminator,0.9944289693593314,0.9997842971423252,0.005571030640668551,1.9777158774373258
20260127_120130,DOTA,FASHIONPEDIA,36498,36498,2048,LogReg,0.9998630136986302,0.9999993619816101,0.0001369863013698236,1.9994520547945207
20260127_120130,DOTA,FASHIONPEDIA,36498,36498,2048,MLP,0.9999315068493151,0.9999993056858698,6.84931506849118e-05,1.9997260273972604
20260127_120130,DOTA,FASHIONPEDIA,36498,36498,2048,DomainDiscriminator,0.9999315068493151,0.9999991930943892,6.84931506849118e-05,1.9997260273972604
20260127_120130,DOTA,OKTOBERFEST,835,835,2048,LogReg,1.0,1.0,0.0,2.0
20260127_120130,DOTA,OKTOBERFEST,835,835,2048,MLP,0.9970059880239521,1.0,0.0029940119760478723,1.9880239520958085
20260127_120130,DOTA,OKTOBERFEST,835,835,2048,DomainDiscriminator,1.0,1.0,0.0,2.0
20260127_120130,DOTA,UODD,2560,2560,2048,LogReg,1.0,1.0,0.0,2.0
20260127_120130,DOTA,UODD,2560,2560,2048,MLP,0.998046875,0.9999618530273438,0.001953125,1.9921875
20260127_120130,DOTA,UODD,2560,2560,2048,DomainDiscriminator,0.9970703125,0.9999923706054688,0.0029296875,1.98828125
20260127_120130,DOTA,XVIEW,20881,20881,2048,LogReg,0.9905423201245062,0.9994601319761476,0.00945767987549384,1.9621692804980246
20260127_120130,DOTA,XVIEW,20881,20881,2048,MLP,0.9918592122590686,0.9995424852113884,0.00814078774093141,1.9674368490362744
20260127_120130,DOTA,XVIEW,20881,20881,2048,DomainDiscriminator,0.9936549742607447,0.9997160203614576,0.006345025739255328,1.9746198970429787
20260127_120130,FASHIONPEDIA,OKTOBERFEST,835,835,2048,LogReg,0.9970059880239521,1.0,0.0029940119760478723,1.9880239520958085
20260127_120130,FASHIONPEDIA,OKTOBERFEST,835,835,2048,MLP,0.9940119760479041,0.9999641435691491,0.005988023952095856,1.9760479041916166
20260127_120130,FASHIONPEDIA,OKTOBERFEST,835,835,2048,DomainDiscriminator,0.9970059880239521,1.0,0.0029940119760478723,1.9880239520958085
20260127_120130,FASHIONPEDIA,UODD,2560,2560,2048,LogReg,1.0,1.0,0.0,2.0
20260127_120130,FASHIONPEDIA,UODD,2560,2560,2048,MLP,0.9990234375,0.9999961853027344,0.0009765625,1.99609375
20260127_120130,FASHIONPEDIA,UODD,2560,2560,2048,DomainDiscriminator,1.0,1.0,0.0,2.0
20260127_120130,FASHIONPEDIA,XVIEW,20881,20881,2048,LogReg,0.9998802825332216,1.0,0.00011971746677841288,1.9995211301328863
